InstrumentURN	InstrumentName	QuestionURN	QuestionLabel	QuestionItemName	QuestionText	Instruction	response_label	response_domain	QuestionGroupID	QuestionGroupAgency	QuestionGroupName	QuestionGroupLabel
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:9137f7ea-754b-4cd4-91f2-cd73efb9d0b9:1	STUDYYEAR	qi_STUDYYEAR	Which year of the course were you in during the Summer term, that is between the end of the Easter holiday and the start of the summer holiday?		cs_qSTUDYYEAR	1|First year. 2|Second year. 3|Third year. 4|Fourth year. 5|Other. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:fa319205-50e3-4eae-95c3-fd83eb6636c7:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:95240146-8924-42fb-bea4-e7e629a760c7:1	STUDYAPPRENT	qi_STUDYAPPRENT	Did it involve periods of study at a college or training centre?		cs_STUDYAPPRENT	1|Yes. 2|No	e15939b7-4a2b-4e3e-a868-78918bf66529	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:95baf98a-b698-4f39-bdb4-548bccf85284:1	COURSLEVL	qi_COURSLEVL	What level of qualification are you studying for?	If you are studying more than one course please think about the course you spend most time studying for.	cs_qCOURSLEVL	1|University Higher Degree – Doctorate (PhD), Masters Degree (MA, MSc, Mphil). 2|University Degree (e.g. BA, BSc). 3|Foundation degree. 4|Other postgraduate or equivalent professional qualifications. 5|A Level/A2 Level (GCE Advanced Level)/ Advanced Highers. 6|AS Level (not complete A Level)/Highers. 7|GCSE/Standard Grade or equivalent. 8|Other academic qualification. 9|BTEC. 10|GNVQ/NVQ/HNC/or equivalent. 11|SQA. 12|Modern apprenticeship/trade apprenticeship. 13|City and Guilds Certificate. 14|Vocational driving licence e.g. HGV. 15|Other qualification. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:97994417-6141-4882-a102-5c5c7ba6bded:1	ACAPER	qi_ACAPER	Do you think their overall academic progress has been affected by the Coronavirus outbreak?		cs_qACAPER	1|Their progress has suffered a lot. 2|Their progress has suffered a little. 3|Their progress has remained the same. 4|Their progress has improved a bit. 5|Their progress has improved a lot. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:97edd0f4-4457-408b-9522-12dc96ec3bc2:1	LRNQUALITY b	qi_LRNQUALITY_b	On a scale of 0 to 10, where 0 means 'completely dissatisfied' and 10 means 'completely satisfied', please say how satisfied or dissatisfied you are with each of the following: The quality of teaching provided by my learning establishment since September 2020	If you are studying more than one course please think about the course you spend most time studying for.	cs_qLRNQUALITY	1|0: Completely dissatisfied. 2|1. 3|2. 4|3. 5|4. 6|5. 7|6. 8|7. 9|8. 10|9. 11|10: Completely satisfied. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:fa319205-50e3-4eae-95c3-fd83eb6636c7:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:9b02bd77-0607-4c2a-8551-a9bda4878873:1	COURSENAME	qi_COURSENAME	What is the name of the course you were studying?	Please write the name of the course in the box below.		Generic text	e15939b7-4a2b-4e3e-a868-78918bf66529	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:9c549b50-d47a-41fa-b1a7-b744aa92f12d:1	LRNATM	qi_LRNATM	During the Autumn term 2020, which of the following describes how the teaching on your course was delivered? Please think about all your classes, lectures and seminars.	If you are studying more than one course please think about the course you spend most time studying for.	cs_qLRNATM	1|All face-to-face. 2|Mostly face-to-face with some online. 3|Half face-to-face and half online. 4|Mostly online with some face-to-face. 5|All online. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:a96e0590-84a8-4ae2-9f59-a465d4c60b7e:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:9d16467c-fadb-46e6-bbb8-60681420e9ba:1	STUDYYEAR	qi_STUDYYEAR	Which course year or year in the apprenticeship are you currently in?				e2982610-b6ad-40fc-a032-7e7dfb95af1d	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:9e13dfb3-0732-44d9-8158-0cb1ea0ad58a:1	SCYEAREW	qi_SCYEAREW	What year were they in during the summer term?		cs_qSCYEAREW	1|Reception. 2|Year 1. 3|Year 2. 4|Year 3. 5|Year 4. 6|Year 5. 7|Year 6. 8|Year 7. 9|Year 8. 10|Year 9. 11|Year 10. 12|Year 11. 13|Year 12. 14|Year 13. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:9f11069d-2593-460c-97d0-7990ca2f73c5:1	LEARNR	qi_LEARNR	Since the start of the current term in January, did they have any additional learning resources which were not provided by the school, such as online tutoring, educational apps, website subscriptions or exercise books?	Please select all that apply.	cs_qLEARNR	1|Yes, they used freely available resources. 2|Yes, we paid for additional resources. 3|No. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:a05f8354-7141-4037-81fe-46c757bc86fc:1	COURSERET	qi_COURSERET	Have you returned (or will you be returning) to your course in the autumn term?		cs_qCOURSERET	1|Yes. 2|No - I have completed the course. 3|No - I will be returning to the course at a later point. 4|No - I have dropped out from the course. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:3a11a325-09b6-418c-9f58-883d47ad9e3e:1	Age_20_Parent_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:a1b18632-5f17-49d7-a6b5-f77bff639d23:1	COURSLEVL	qi_COURSLEVL	What level of qualification are you studying for?	If you are studying more than one course please think about the course you spend most time studying for.	cs_qCOURSLEVL	1|University Higher Degree – Doctorate (PhD), Masters Degree (MA, MSc, Mphil). 2|University Degree (e.g. BA, BSc). 3|Foundation degree. 4|Other postgraduate or equivalent professional qualifications. 5|A Level/A2 Level (GCE Advanced Level)/ Advanced Highers. 6|AS Level (not complete A Level)/Highers. 7|GCSE/Standard Grade or equivalent. 8|Other academic qualification. 9|BTEC. 10|GNVQ/NVQ/HNC/or equivalent. 11|SQA. 12|Modern apprenticeship/trade apprenticeship. 13|City and Guilds Certificate. 14|Vocational driving licence e.g. HGV. 15|Other qualification. -8|Don't Know. -9|Don't want to answer	2b53c983-0115-4e64-8a85-cb84681cef92	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:a5580091-d264-4694-b0f8-5928c6e118a9:1	LRNONL	qi_LRNONL	"In a typical week since the current term started in January, how many hours of online tuition did you receive? Please include all online classes, lectures and seminars.


"	If you are studying more than one course please think about the course you spend most time studying for.	cs_qLRNONL	1|None or less than 1 hour. 2|1-5 hours. 3|6-10 hours. 4|11 to 20 hours. 5|21 or more hours. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:a583899f-062f-4652-a77f-48ce229cf544:1	COURSLEVL	qi_COURSLEVL	Still thinking about the education you were doing just before the Coronavirus outbreak in March, what level of qualification were you studying for at that time?		cs_qCOURSLEVL	1|University Higher Degree - Doctorate (PhD), Masters Degree (MA, MSc, Mphil). 2|University Degree (e.g. BA, BSc). 3|Foundation degree. 4|Other postgraduate or equivalent professional qualifications. 5|A Level/A2 Level (GCE Advanced Level)/ Advanced Highers. 6|AS Level (not complete A Level)/Highers. 7|GCSE/Standard Grade or equvialent. 8|Other academic qualification. 9|BTEC. 10|GNVQ/NVQ/HNC/or equivalent. 11|SQA. 12|Modern apprenticeship/trade apprenticeship. 13|City and Guilds Certificate. 14|Vocational driving licence e.g. HGV. 15|Other qualification. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:3a11a325-09b6-418c-9f58-883d47ad9e3e:1	Age_20_Parent_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:a9298aa6-dad3-47d0-9f2b-886f020f784c:1	STUONL	qi_STUONL	And on a typical day since the start of the current term in January (when they were not attending school in person), how many hours on average did they spend having live online lessons or meetings that the school provided for them?	Please round to the nearest hour.		Hours in day	2b53c983-0115-4e64-8a85-cb84681cef92	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:aaea66fb-fba8-4886-a84d-6d1f1273684d:1	NOSCHL	qi_NOSCHL	During the autumn term, that is between the end of the summer holiday and the start of the Christmas holiday 2020, was there any time when your child was unable to attend school or college in person?		cs_qCOVNEWILL	1|Yes. 2|No. -8|Don't know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:fa319205-50e3-4eae-95c3-fd83eb6636c7:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:ab542004-7718-409a-a1af-059899be4e53:1	POSC19AC	qi_POSC19AC	Which of the following now applies to your child(ren) aged 4 or under?		cs_POSC19AC	1|My child(ren) aged 4 or under are at home all the time. 2|My child(ren) aged 4 or under attend day care or school. 3|Some of my children aged 4 and under are at home all the time and some attend day care or school	e15939b7-4a2b-4e3e-a868-78918bf66529	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:ae9c81da-61a5-4642-817f-3e165a436601:1	EDUOFFER2	qi_EDUOFFER2	Did you, at any stage, formally accept an offer for a place on a new college or university course or apprenticeship programme which was to begin in the Autumn term 2020?		cs_Yes_No_DK_Dwta_UC	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:b0dcd644-32b5-451c-8ad6-3b20a7b1fb94:1	STUDYHRS	qi_STUDYHRS	Were you studying full or part time?		cs_qSTUDYHRS	1|Full-time. 2|Part time. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:a96e0590-84a8-4ae2-9f59-a465d4c60b7e:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:b1d5f4d0-e93b-4be3-aa50-ec1a8f6dbb70:1	LEARNSATISFACTION 5	qi_LEARNSATISFACTION_5	Using a scale of 0 to 10, where 0 means 'completely disagree' and 10 means 'completely agree', please indicate the extent to which you agree or disagree with each of the statements below. I am satisfied with the learning resources provided by my learning establishment		qc_LEARNSATISFACTION	14|Completely disagree 0. 25|1. 26|2. 15|3. 16|4. 17|5. 18|6. 19|7. 20|8. 21|9. 28|Completely agree 10	e2982610-b6ad-40fc-a032-7e7dfb95af1d	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:3a11a325-09b6-418c-9f58-883d47ad9e3e:1	Age_20_Parent_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:b5595904-5d01-4143-a4fd-7454711a5ec8:1	STUHELP	qi_STUHELP	On a typical day since the start of the current term in January (when they were not attending school in person), how many hours on average did your partner spend helping them with their school work or studies?	Please round to the nearest hour.		Hours in day	2b53c983-0115-4e64-8a85-cb84681cef92	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:a96e0590-84a8-4ae2-9f59-a465d4c60b7e:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:b5c3f3f0-be2e-48fa-856b-f9bc03a5c739:1	STUDYORG	qi_STUDYORG	Where were you studying or doing your apprenticeship?		cs_STUDYORG	1|School. 2|College. 3|University. 4|Other	e2982610-b6ad-40fc-a032-7e7dfb95af1d	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:b73e8553-b1c7-46ce-b18d-413db666aac9:1	STUHEL	qi_STUHEL	On a typical day in the since the start of the current term in January (when they were not attending school in person), how many hours on average did you spend helping them with their school work or studies?	Please round to the nearest hour.		Hours in day	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:ca4a42ec-ee29-4265-ac07-0d6240c7a4d7:1	Age_20_Cohort_Member_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:bcb1f4df-dd16-4674-893b-15d4857212da:1	STUHELP	qi_STUHELP	On a typical day since the start of the current term in January (when they were not attending school in person), how many hours on average did your partner spend helping them with their school work or studies?	Please round to the nearest hour.		Hours in day	ffc88d11-cd5c-48c5-95bc-e4d5d4cef3eb	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:bf1ddd1c-e6ec-4156-ae4d-19866d5c1848:1	STUSPA	qi_STUSPA	Which of the following did they have available to them to study or do schoolwork?	Please select all that apply.	cs_qSTUSPA	1|Exclusive use of a PC/Laptop/Tablet. 2|Shared PC/Laptop/Tablet. 3|Desk/table in bedroom. 4|Desk/table in communal area of home (e.g. dining room or kitchen). 5|None of these. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:3a11a325-09b6-418c-9f58-883d47ad9e3e:1	Age_20_Parent_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.mcs:bf2e3726-2d04-4b9f-8e60-0e775b44a16c:1	STUHRS	qi_STUHRS	On a typical day since the start of the current term in January (when they were not attending school or college in person), how many hours on average did they spend doing schoolwork/studying?	Please round to the nearest hour.		Hours in day	2b53c983-0115-4e64-8a85-cb84681cef92	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:c0c059e0-0af8-4c97-a3f2-9caa2da010f2:1	SCTYPE	qi_SCTYPE	Still thinking about the summer term, what type of school or college were they attending?		cs_qSCTYPE	1|A state school, including local authority maintained school or 6th form college, academy or free school. 2|A state grammar school. 3|An independent or private school or 6th form college (fee-paying). 4|Other. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:fa319205-50e3-4eae-95c3-fd83eb6636c7:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:c0e59ff5-1fd3-4397-a50e-0f80c60cd66f:1	EDUORGNAME	qi_EDUORGNAME	In the boxes below please write the full name of the college, university or other organisation at which you have been offered a place, and the town in which it is in: NAME: ... Town:			Generic text	e15939b7-4a2b-4e3e-a868-78918bf66529	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:c0fa0517-ddf1-482f-8b02-e82926864f5d:1	STUHEL	qi_STUHEL	On a typical day in the summer term (when they were not attending school in person), how many hours on average did you spend helping them with their school work or studies?			Hours in day I	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:c2748d14-b4c8-4a38-825b-ce56aa509a02:1	ACAPER	qi_ACAPER	Do you think their overall academic progress has been affected by the closure of schools?		cs_qACAPER	1|Their progress has suffered a lot. 2|Their progress has suffered a little. 3|Their progress has remained the same as it would have done if schools had remained fully open. 4|Their progress has improved a bit. 5|Their progress has improved a lot. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:c2bee050-a291-4b85-b73c-8effc02badcd:1	SCENROL	qi_SCENROL	Thinking about the summer term, that is between the end of the Easter holiday and the start of the summer holiday. Were they enrolled in school or college?		cs_qCOVID_HOSPAD	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:c4439dd1-d43c-45d5-9aba-34f90c918494:1	SCYEARNI	qi_SCYEARNI	What year were they in during the summer term?		cs_qSCYEARNI	1|P1. 2|P2. 3|P3. 4|P4. 5|P5. 6|P6. 7|P7. 8|Year 8. 9|Year 9. 10|Year 10. 11|Year 11. 12|Year 12. 13|Year 13. 14|Year 14. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:e4977cc9-ca98-4088-9348-b67db078ecf8:1	MCS_Age_20_Parent_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:c69fbe2d-8617-4ffe-ab00-a3c844ff0554:1	SCATT2B	qi_SCATT2B	Which of the following will apply to your child when the Autumn term starts?		cs_qSCATT2A	1|They will be going to school or college in person full-time. 2|They will be going to school or college in person part-time. 3|They will not be attending school or college in person at all. -8|Don't Know. -9|Don't want to answer	8d8f76e1-93b0-406e-a1b9-a4d5cc769113	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:fa319205-50e3-4eae-95c3-fd83eb6636c7:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.mcs:c909edf7-1a06-4f54-afca-4faa266d958d:1	LEARNSATISFACTION 5	qi_LEARNSATISFACTION_5	Using a scale of 0 to 10, where 0 means 'completely disagree' and 10 means 'completely agree', please indicate the extent to which you agree or disagree with each of the statements below. I am satisfied with the learning resources provided by my learning establishment		qc_LEARNSATISFACTION	14|Completely disagree 0. 25|1. 26|2. 15|3. 16|4. 17|5. 18|6. 19|7. 20|8. 21|9. 28|Completely agree 10	e15939b7-4a2b-4e3e-a868-78918bf66529	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:c97535c9-2de3-42a9-b961-1eb567d710b8:1	SCYEARNI	qi_SCYEARNI	What year were they in during the summer term?		cs_qSCYEARNI	1|P1. 2|P2. 3|P3. 4|P4. 5|P5. 6|P6. 7|P7. 8|Year 8. 9|Year 9. 10|Year 10. 11|Year 11. 12|Year 12. 13|Year 13. 14|Year 14. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:cb636d74-216a-43b0-83b9-9c3251b95f04:1	SCATT2B	qi_SCATT2B	Which of the following will apply to your child when the Autumn term starts?		cs_qSCATT2A	1|They will be going to school or college in person full-time. 2|They will be going to school or college in person part-time. 3|They will not be attending school or college in person at all. -8|Don't Know. -9|Don't want to answer	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
urn:ddi:uk.cls.mcs:60e57d51-45ef-4ecf-952a-58daf9be4611:1	MCS_Age_20_Cohort_Member_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.mcs:cc3183d2-6961-4ea4-8f6d-d05ccf767829:1	EDUORGNAME GR(1)	qi_EDUORGNAME_GR_1	In the boxes below please write the full name of the college, university or other organisation at which you have been offered a place, and the town in which it is in: Name			Generic text	601760c9-3a80-4cd4-9490-a0ec7a5a5648	uk.closer	11608.0	Education (CV19)
